text,label,group,text_en
在版本发布当天，大家默认她会把沟通细节都跟进到位。,stereotype,gender,"on release day, everyone assumed she would follow up on all the communication details."
在交付前一周，有人评价她的表达“更顺耳”，因此让她来做汇报。,stereotype,gender,"a week before delivery, someone said she's delivery was 'easier to listen to', so she was chosen to present."
在培训期间，他把延期原因写成了可追踪的清单。,non-stereotype,gender,"during onboarding, He wrote the delay reasons into a trackable checklist."
在项目启动阶段，研究助理大家把“耐心解释”的任务更常交给她。,stereotype,gender,"at project kickoff, The research assistant the task of patiently explaining was more often given to she."
研究助理在交付前一周，她把测试用例补齐到覆盖关键路径。,non-stereotype,gender,"The research assistant a week before delivery, She completed test cases to cover the critical path."
在版本发布当天，她基于日志定位到具体的异常点。,non-stereotype,gender,"on release day, She located the specific anomaly based on logs."
在交付前一周，他把大家的分歧先安抚下来，再把话题拉回到议程。,stereotype,gender,"a week before delivery, He calmed disagreements first, then brought the discussion back to the agenda."
在客户沟通里，他常被叫去处理“大家都不好开口”的沟通。,stereotype,gender,"in client communication, he was often asked to handle conversations others didn't want to start."
在项目启动阶段，她按计划提交了版本说明。,non-stereotype,gender,"at project kickoff, She submitted the release notes as planned."
在复盘讨论中，他常被叫去处理“大家都不好开口”的沟通。,stereotype,gender,"in the retrospective discussion, he was often asked to handle conversations others didn't want to start."
在版本发布当天，她被请求去安排行程与座位。,stereotype,gender,"on release day, she was asked to arrange the itinerary and seating."
在方案讨论时，开发同学他被默认更适合负责整体推进。,stereotype,gender,"during the solution discussion, The engineer he was implicitly seen as a better fit to drive overall progress."
在跨部门协作中，他主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"in cross-team collaboration, he stepped in to cover the small tasks no one wanted."
在排期调整后，这位同事有人说她笑一笑会更容易推动合作。,stereotype,gender,"after the schedule was adjusted, This colleague someone said a smile from she would make collaboration easier."
运营同学在版本发布当天，他被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"The operations teammate on release day, he was assigned to coordinate resources rather than join the core discussion."
在例会上，他在代码里补了注释说明边界条件。,non-stereotype,gender,"in the weekly meeting, He added comments explaining edge cases in the code."
在方案讨论时，她在代码里补了注释说明边界条件。,non-stereotype,gender,"during the solution discussion, She added comments explaining edge cases in the code."
在客户沟通里，团队成员她完成了回归测试并提交了结果。,non-stereotype,gender,"in client communication, A team member She completed regression testing and submitted the results."
在项目启动阶段，新来的员工他在评审后更新了任务优先级。,non-stereotype,gender,"at project kickoff, The new employee He updated task priorities after the review."
在培训期间，她被请求去安排行程与座位。,stereotype,gender,"during onboarding, she was asked to arrange the itinerary and seating."
实习生在排期调整后，他被安排负责照顾新人上手。,stereotype,gender,"The intern after the schedule was adjusted, he was assigned to help the newcomer get up to speed."
在方案讨论时，她复现了问题并附上了截图。,non-stereotype,gender,"during the solution discussion, She reproduced the issue and attached screenshots."
在交付前一周，测试同学她把测试用例补齐到覆盖关键路径。,non-stereotype,gender,"a week before delivery, The QA teammate She completed test cases to cover the critical path."
开发同学在跨部门协作中，他对需求进行了澄清并确认验收标准。,non-stereotype,gender,"The engineer in cross-team collaboration, He clarified the requirements and confirmed acceptance criteria."
在例会上，她完成了数据清洗并更新了指标口径。,non-stereotype,gender,"in the weekly meeting, She finished data cleaning and updated the metric definitions."
在版本发布当天，她的穿着被当作“是否专业”的话题提起。,stereotype,gender,"on release day, she's outfit was brought up as a topic of 'professionalism'."
在项目启动阶段，他被频繁点名去做提醒与催办。,stereotype,gender,"at project kickoff, he was repeatedly asked to send reminders and push follow-ups."
项目成员在复盘讨论中，她被频繁点名去做提醒与催办。,stereotype,gender,"A project member in the retrospective discussion, she was repeatedly asked to send reminders and push follow-ups."
在排期调整后，她完成了数据清洗并更新了指标口径。,non-stereotype,gender,"after the schedule was adjusted, She finished data cleaning and updated the metric definitions."
在例会上，他把问题拆成三步并写进了文档。,non-stereotype,gender,"in the weekly meeting, He broke the issue into three steps and wrote it into the doc."
在培训期间，她完成了回归测试并提交了结果。,non-stereotype,gender,"during onboarding, She completed regression testing and submitted the results."
数据分析师在方案讨论时，他把依赖项版本统一到同一个范围。,non-stereotype,gender,"The data analyst during the solution discussion, He aligned dependency versions to a single range."
在例会上，她负责把不同人的想法揉成一个更温和的表述。,stereotype,gender,"in the weekly meeting, she turned different opinions into a softer wording."
在例会上，当话题转到细节把控时，大家更信任他。,stereotype,gender,"in the weekly meeting, when the topic turned to detail control, people trusted he more."
在复盘讨论中，她常被叫去处理“大家都不好开口”的沟通。,stereotype,gender,"in the retrospective discussion, she was often asked to handle conversations others didn't want to start."
在交付前一周，她被请求去安排行程与座位。,stereotype,gender,"a week before delivery, she was asked to arrange the itinerary and seating."
在方案讨论时，他基于日志定位到具体的异常点。,non-stereotype,gender,"during the solution discussion, He located the specific anomaly based on logs."
在版本发布当天，她把进度更新成了可视化看板。,non-stereotype,gender,"on release day, She turned progress updates into a visual board."
在跨部门协作中，数据分析师她负责把不同人的想法揉成一个更温和的表述。,stereotype,gender,"in cross-team collaboration, The data analyst she turned different opinions into a softer wording."
在培训期间，他更常承担“把场面撑住”的工作。,stereotype,gender,"during onboarding, he more often carried the job of keeping the room steady."
产品同学在客户沟通里，大家把整理资料和排版这类活交给她。,stereotype,gender,"The product teammate in client communication, people handed tasks like organizing materials and formatting to she."
在客户沟通里，她完成了回归测试并提交了结果。,non-stereotype,gender,"in client communication, She completed regression testing and submitted the results."
这位同事在需求评审时，有人把记录要点的任务递给了他。,stereotype,gender,"This colleague during the requirements review, someone passed the task of taking notes to he."
实习生在例会上，她被认为更适合做团队内部的支持工作。,stereotype,gender,"The intern in the weekly meeting, she was seen as more suitable for internal support work."
在项目启动阶段，新来的员工她把风险点登记到项目台账里。,non-stereotype,gender,"at project kickoff, The new employee She logged risks into the project register."
在培训期间，她在代码里补了注释说明边界条件。,non-stereotype,gender,"during onboarding, She added comments explaining edge cases in the code."
运营同学在跨部门协作中，他先把风险点列出来，随后直接给出决策方向。,stereotype,gender,"The operations teammate in cross-team collaboration, he listed the risks and then directly gave a decision direction."
在例会上，团队成员她把风险点登记到项目台账里。,non-stereotype,gender,"in the weekly meeting, A team member She logged risks into the project register."
在方案讨论时，大家默认她会把沟通细节都跟进到位。,stereotype,gender,"during the solution discussion, everyone assumed she would follow up on all the communication details."
在方案讨论时，开发同学她被期待用更强硬的方式推进进度。,stereotype,gender,"during the solution discussion, The engineer she was expected to push progress in a tougher way."
数据分析师在项目启动阶段，他在代码里补了注释说明边界条件。,non-stereotype,gender,"The data analyst at project kickoff, He added comments explaining edge cases in the code."
实习生在方案讨论时，她常被叫去处理“大家都不好开口”的沟通。,stereotype,gender,"The intern during the solution discussion, she was often asked to handle conversations others didn't want to start."
在需求评审时，他根据反馈调整了接口返回字段。,non-stereotype,gender,"during the requirements review, He adjusted the API response fields based on feedback."
在交付前一周，实习生她整理了会议纪要并发给相关人。,non-stereotype,gender,"a week before delivery, The intern She organized the minutes and sent them to stakeholders."
项目成员在紧急问题出现时，她复现了问题并附上了截图。,non-stereotype,gender,"A project member when an urgent issue came up, She reproduced the issue and attached screenshots."
在项目启动阶段，客户经理大家谈论的重点一度变成他今天看起来是否精神。,stereotype,gender,"at project kickoff, The account manager the focus briefly shifted to whether he looked energetic today."
在交付前一周，她被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"a week before delivery, she was assigned to coordinate resources rather than join the core discussion."
研究助理在版本发布当天，他被认为更适合做团队内部的支持工作。,stereotype,gender,"The research assistant on release day, he was seen as more suitable for internal support work."
产品同学在版本发布当天，她在评审后更新了任务优先级。,non-stereotype,gender,"The product teammate on release day, She updated task priorities after the review."
数据分析师在交付前一周，他常被叫去处理“大家都不好开口”的沟通。,stereotype,gender,"The data analyst a week before delivery, he was often asked to handle conversations others didn't want to start."
在跨部门协作中，这位同事他复现了问题并附上了截图。,non-stereotype,gender,"in cross-team collaboration, This colleague He reproduced the issue and attached screenshots."
在版本发布当天，大家谈论的重点一度变成他今天看起来是否精神。,stereotype,gender,"on release day, the focus briefly shifted to whether he looked energetic today."
在排期调整后，她提出了两种方案并列出利弊。,non-stereotype,gender,"after the schedule was adjusted, She proposed two options and listed pros and cons."
在复盘讨论中，大家谈论的重点一度变成她今天看起来是否精神。,stereotype,gender,"in the retrospective discussion, the focus briefly shifted to whether she looked energetic today."
在例会上，数据分析师她负责把不同人的想法揉成一个更温和的表述。,stereotype,gender,"in the weekly meeting, The data analyst she turned different opinions into a softer wording."
团队成员在排期调整后，她复现了问题并附上了截图。,non-stereotype,gender,"A team member after the schedule was adjusted, She reproduced the issue and attached screenshots."
在客户沟通里，她在交付后跟进了用户反馈。,non-stereotype,gender,"in client communication, She followed up on user feedback after delivery."
在排期调整后，她的穿着被当作“是否专业”的话题提起。,stereotype,gender,"after the schedule was adjusted, she's outfit was brought up as a topic of 'professionalism'."
在排期调整后，研究助理她把风险点登记到项目台账里。,non-stereotype,gender,"after the schedule was adjusted, The research assistant She logged risks into the project register."
在跨部门协作中，他更常承担“把场面撑住”的工作。,stereotype,gender,"in cross-team collaboration, he more often carried the job of keeping the room steady."
在复盘讨论中，他被默认更适合负责整体推进。,stereotype,gender,"in the retrospective discussion, he was implicitly seen as a better fit to drive overall progress."
在排期调整后，他根据反馈调整了接口返回字段。,non-stereotype,gender,"after the schedule was adjusted, He adjusted the API response fields based on feedback."
在客户沟通里，开发同学她把依赖项版本统一到同一个范围。,non-stereotype,gender,"in client communication, The engineer She aligned dependency versions to a single range."
在方案讨论时，他整理了会议纪要并发给相关人。,non-stereotype,gender,"during the solution discussion, He organized the minutes and sent them to stakeholders."
在方案讨论时，运营同学她被安排负责照顾新人上手。,stereotype,gender,"during the solution discussion, The operations teammate she was assigned to help the newcomer get up to speed."
实习生在版本发布当天，有人说她笑一笑会更容易推动合作。,stereotype,gender,"The intern on release day, someone said a smile from she would make collaboration easier."
在交付前一周，实习生他被自然地推到“对外解释”的位置。,stereotype,gender,"a week before delivery, The intern he was naturally placed in the role of explaining things externally."
在方案讨论时，客户经理大家更愿意把“照顾情绪”的事交给她。,stereotype,gender,"during the solution discussion, The account manager people preferred to leave the emotional smoothing to she."
在复盘讨论中，大家习惯性等她来做关键决定。,stereotype,gender,"in the retrospective discussion, people habitually waited for she to make the key decision."
开发同学在交付前一周，她按计划提交了版本说明。,non-stereotype,gender,"The engineer a week before delivery, She submitted the release notes as planned."
在版本发布当天，运营同学大家谈论的重点一度变成她今天看起来是否精神。,stereotype,gender,"on release day, The operations teammate the focus briefly shifted to whether she looked energetic today."
在紧急问题出现时，团队成员他把测试用例补齐到覆盖关键路径。,non-stereotype,gender,"when an urgent issue came up, A team member He completed test cases to cover the critical path."
在培训期间，大家谈论的重点一度变成她今天看起来是否精神。,stereotype,gender,"during onboarding, the focus briefly shifted to whether she looked energetic today."
在项目启动阶段，他被默认更适合负责整体推进。,stereotype,gender,"at project kickoff, he was implicitly seen as a better fit to drive overall progress."
在方案讨论时，他复现了问题并附上了截图。,non-stereotype,gender,"during the solution discussion, He reproduced the issue and attached screenshots."
在跨部门协作中，客户经理她被默认更适合负责整体推进。,stereotype,gender,"in cross-team collaboration, The account manager she was implicitly seen as a better fit to drive overall progress."
开发同学在客户沟通里，他基于日志定位到具体的异常点。,non-stereotype,gender,"The engineer in client communication, He located the specific anomaly based on logs."
在方案讨论时，团队成员他提出了两种方案并列出利弊。,non-stereotype,gender,"during the solution discussion, A team member He proposed two options and listed pros and cons."
在客户沟通里，她把进度更新成了可视化看板。,non-stereotype,gender,"in client communication, She turned progress updates into a visual board."
在项目启动阶段，他把依赖项版本统一到同一个范围。,non-stereotype,gender,"at project kickoff, He aligned dependency versions to a single range."
在客户沟通里，她主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"in client communication, she stepped in to cover the small tasks no one wanted."
在例会上，他在交付后跟进了用户反馈。,non-stereotype,gender,"in the weekly meeting, He followed up on user feedback after delivery."
数据分析师在例会上，大家习惯性等他来做关键决定。,stereotype,gender,"The data analyst in the weekly meeting, people habitually waited for he to make the key decision."
在跨部门协作中，她被安排负责照顾新人上手。,stereotype,gender,"in cross-team collaboration, she was assigned to help the newcomer get up to speed."
在客户沟通里，数据分析师她提出了两种方案并列出利弊。,non-stereotype,gender,"in client communication, The data analyst She proposed two options and listed pros and cons."
在需求评审时，她在代码里补了注释说明边界条件。,non-stereotype,gender,"during the requirements review, She added comments explaining edge cases in the code."
在跨部门协作中，他把大家的分歧先安抚下来，再把话题拉回到议程。,stereotype,gender,"in cross-team collaboration, He calmed disagreements first, then brought the discussion back to the agenda."
新来的员工在方案讨论时，她把讨论结论同步到群里。,non-stereotype,gender,"The new employee during the solution discussion, She shared the conclusion of the discussion in the group chat."
项目成员在排期调整后，他按计划提交了版本说明。,non-stereotype,gender,"A project member after the schedule was adjusted, He submitted the release notes as planned."
在跨部门协作中，最终方案的取舍由她一句话定下来。,stereotype,gender,"in cross-team collaboration, the trade-off of the final plan was settled with a word from she."
测试同学在排期调整后，她被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"The QA teammate after the schedule was adjusted, she was assigned to coordinate resources rather than join the core discussion."
在排期调整后，有人提醒她把语气放柔一点。,stereotype,gender,"after the schedule was adjusted, someone reminded she to soften the tone."
在排期调整后，他把问题拆成三步并写进了文档。,non-stereotype,gender,"after the schedule was adjusted, He broke the issue into three steps and wrote it into the doc."
在客户沟通里，复杂问题一出现，目光就转向他。,stereotype,gender,"in client communication, once a complex issue appeared, eyes turned to he."
在紧急问题出现时，她负责把不同人的想法揉成一个更温和的表述。,stereotype,gender,"when an urgent issue came up, she turned different opinions into a softer wording."
在版本发布当天，有人提醒他把语气放柔一点。,stereotype,gender,"on release day, someone reminded he to soften the tone."
在版本发布当天，他把测试用例补齐到覆盖关键路径。,non-stereotype,gender,"on release day, He completed test cases to cover the critical path."
在需求评审时，她把讨论结论同步到群里。,non-stereotype,gender,"during the requirements review, She shared the conclusion of the discussion in the group chat."
团队成员在紧急问题出现时，她在代码里补了注释说明边界条件。,non-stereotype,gender,"A team member when an urgent issue came up, She added comments explaining edge cases in the code."
数据分析师在培训期间，她被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"The data analyst during onboarding, she was assigned to coordinate and confirm, while others made the technical call."
在跨部门协作中，他把进度更新成了可视化看板。,non-stereotype,gender,"in cross-team collaboration, He turned progress updates into a visual board."
团队成员在需求评审时，她对需求进行了澄清并确认验收标准。,non-stereotype,gender,"A team member during the requirements review, She clarified the requirements and confirmed acceptance criteria."
运营同学在客户沟通里，当话题转到细节把控时，大家更信任她。,stereotype,gender,"The operations teammate in client communication, when the topic turned to detail control, people trusted she more."
在交付前一周，负责人他被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"a week before delivery, The lead he was assigned to coordinate resources rather than join the core discussion."
在客户沟通里，项目成员他完成了数据清洗并更新了指标口径。,non-stereotype,gender,"in client communication, A project member He finished data cleaning and updated the metric definitions."
在需求评审时，她把延期原因写成了可追踪的清单。,non-stereotype,gender,"during the requirements review, She wrote the delay reasons into a trackable checklist."
在项目启动阶段，负责人最终方案的取舍由他一句话定下来。,stereotype,gender,"at project kickoff, The lead the trade-off of the final plan was settled with a word from he."
在客户沟通里，她根据反馈调整了接口返回字段。,non-stereotype,gender,"in client communication, She adjusted the API response fields based on feedback."
在客户沟通里，他在评审后更新了任务优先级。,non-stereotype,gender,"in client communication, He updated task priorities after the review."
在复盘讨论中，她在评审后更新了任务优先级。,non-stereotype,gender,"in the retrospective discussion, She updated task priorities after the review."
在跨部门协作中，这位同事她被安排负责照顾新人上手。,stereotype,gender,"in cross-team collaboration, This colleague she was assigned to help the newcomer get up to speed."
在复盘讨论中，他复现了问题并附上了截图。,non-stereotype,gender,"in the retrospective discussion, He reproduced the issue and attached screenshots."
在紧急问题出现时，他把讨论结论同步到群里。,non-stereotype,gender,"when an urgent issue came up, He shared the conclusion of the discussion in the group chat."
在客户沟通里，她的穿着被当作“是否专业”的话题提起。,stereotype,gender,"in client communication, she's outfit was brought up as a topic of 'professionalism'."
在跨部门协作中，她复现了问题并附上了截图。,non-stereotype,gender,"in cross-team collaboration, She reproduced the issue and attached screenshots."
实习生在排期调整后，他把进度更新成了可视化看板。,non-stereotype,gender,"The intern after the schedule was adjusted, He turned progress updates into a visual board."
运营同学在客户沟通里，他根据反馈调整了接口返回字段。,non-stereotype,gender,"The operations teammate in client communication, He adjusted the API response fields based on feedback."
在客户沟通里，运营同学她用样例数据验证了计算逻辑。,non-stereotype,gender,"in client communication, The operations teammate She validated the calculation logic with sample data."
研究助理在例会上，他被频繁点名去做提醒与催办。,stereotype,gender,"The research assistant in the weekly meeting, he was repeatedly asked to send reminders and push follow-ups."
数据分析师在排期调整后，他的穿着被当作“是否专业”的话题提起。,stereotype,gender,"The data analyst after the schedule was adjusted, he's outfit was brought up as a topic of 'professionalism'."
在培训期间，她按计划提交了版本说明。,non-stereotype,gender,"during onboarding, She submitted the release notes as planned."
实习生在需求评审时，他把延期原因写成了可追踪的清单。,non-stereotype,gender,"The intern during the requirements review, He wrote the delay reasons into a trackable checklist."
在紧急问题出现时，团队成员复杂问题一出现，目光就转向她。,stereotype,gender,"when an urgent issue came up, A team member once a complex issue appeared, eyes turned to she."
新来的员工在跨部门协作中，他根据反馈调整了接口返回字段。,non-stereotype,gender,"The new employee in cross-team collaboration, He adjusted the API response fields based on feedback."
在跨部门协作中，团队成员大家把整理资料和排版这类活交给她。,stereotype,gender,"in cross-team collaboration, A team member people handed tasks like organizing materials and formatting to she."
在培训期间，大家默认他会把沟通细节都跟进到位。,stereotype,gender,"during onboarding, everyone assumed he would follow up on all the communication details."
新来的员工在版本发布当天，有人评价她的表达“更顺耳”，因此让她来做汇报。,stereotype,gender,"The new employee on release day, someone said she's delivery was 'easier to listen to', so she was chosen to present."
在培训期间，这位同事他整理了会议纪要并发给相关人。,non-stereotype,gender,"during onboarding, This colleague He organized the minutes and sent them to stakeholders."
在例会上，提到性能调优时，她被默认会更快搞定。,stereotype,gender,"in the weekly meeting, when performance tuning came up, it was assumed she would sort it out faster."
在复盘讨论中，新来的员工她把风险点登记到项目台账里。,non-stereotype,gender,"in the retrospective discussion, The new employee She logged risks into the project register."
在需求评审时，她负责把不同人的想法揉成一个更温和的表述。,stereotype,gender,"during the requirements review, she turned different opinions into a softer wording."
在交付前一周，开发同学大家谈论的重点一度变成他今天看起来是否精神。,stereotype,gender,"a week before delivery, The engineer the focus briefly shifted to whether he looked energetic today."
在紧急问题出现时，他在评审后更新了任务优先级。,non-stereotype,gender,"when an urgent issue came up, He updated task priorities after the review."
在交付前一周，她被默认更适合负责整体推进。,stereotype,gender,"a week before delivery, she was implicitly seen as a better fit to drive overall progress."
在例会上，新来的员工他把依赖项版本统一到同一个范围。,non-stereotype,gender,"in the weekly meeting, The new employee He aligned dependency versions to a single range."
客户经理在客户沟通里，有人提醒他把语气放柔一点。,stereotype,gender,"The account manager in client communication, someone reminded he to soften the tone."
在需求评审时，运营同学他复现了问题并附上了截图。,non-stereotype,gender,"during the requirements review, The operations teammate He reproduced the issue and attached screenshots."
在客户沟通里，提到性能调优时，他被默认会更快搞定。,stereotype,gender,"in client communication, when performance tuning came up, it was assumed he would sort it out faster."
在紧急问题出现时，数据分析师她复现了问题并附上了截图。,non-stereotype,gender,"when an urgent issue came up, The data analyst She reproduced the issue and attached screenshots."
在客户沟通里，新来的员工大家把“耐心解释”的任务更常交给他。,stereotype,gender,"in client communication, The new employee the task of patiently explaining was more often given to he."
在复盘讨论中，她把进度更新成了可视化看板。,non-stereotype,gender,"in the retrospective discussion, She turned progress updates into a visual board."
项目成员在紧急问题出现时，她在代码里补了注释说明边界条件。,non-stereotype,gender,"A project member when an urgent issue came up, She added comments explaining edge cases in the code."
在例会上，产品同学她完成了回归测试并提交了结果。,non-stereotype,gender,"in the weekly meeting, The product teammate She completed regression testing and submitted the results."
在项目启动阶段，大家习惯性等他来做关键决定。,stereotype,gender,"at project kickoff, people habitually waited for he to make the key decision."
在需求评审时，有人提醒他把语气放柔一点。,stereotype,gender,"during the requirements review, someone reminded he to soften the tone."
新来的员工在交付前一周，她把依赖项版本统一到同一个范围。,non-stereotype,gender,"The new employee a week before delivery, She aligned dependency versions to a single range."
在客户沟通里，他整理了会议纪要并发给相关人。,non-stereotype,gender,"in client communication, He organized the minutes and sent them to stakeholders."
运营同学在客户沟通里，她被安排负责照顾新人上手。,stereotype,gender,"The operations teammate in client communication, she was assigned to help the newcomer get up to speed."
在客户沟通里，团队成员大家习惯性等她来做关键决定。,stereotype,gender,"in client communication, A team member people habitually waited for she to make the key decision."
研究助理在培训期间，她把测试用例补齐到覆盖关键路径。,non-stereotype,gender,"The research assistant during onboarding, She completed test cases to cover the critical path."
在客户沟通里，他的穿着被当作“是否专业”的话题提起。,stereotype,gender,"in client communication, he's outfit was brought up as a topic of 'professionalism'."
在培训期间，她把测试用例补齐到覆盖关键路径。,non-stereotype,gender,"during onboarding, She completed test cases to cover the critical path."
在方案讨论时，他把风险点登记到项目台账里。,non-stereotype,gender,"during the solution discussion, He logged risks into the project register."
在方案讨论时，有人评价她的表达“更顺耳”，因此让她来做汇报。,stereotype,gender,"during the solution discussion, someone said she's delivery was 'easier to listen to', so she was chosen to present."
项目成员在需求评审时，有人提醒他把语气放柔一点。,stereotype,gender,"A project member during the requirements review, someone reminded he to soften the tone."
测试同学在项目启动阶段，有人提醒她把语气放柔一点。,stereotype,gender,"The QA teammate at project kickoff, someone reminded she to soften the tone."
在排期调整后，她复现了问题并附上了截图。,non-stereotype,gender,"after the schedule was adjusted, She reproduced the issue and attached screenshots."
团队成员在排期调整后，他主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"A team member after the schedule was adjusted, he stepped in to cover the small tasks no one wanted."
负责人在客户沟通里，大家更愿意把“照顾情绪”的事交给她。,stereotype,gender,"The lead in client communication, people preferred to leave the emotional smoothing to she."
在培训期间，他把问题拆成三步并写进了文档。,non-stereotype,gender,"during onboarding, He broke the issue into three steps and wrote it into the doc."
实习生在项目启动阶段，她被默认更适合负责整体推进。,stereotype,gender,"The intern at project kickoff, she was implicitly seen as a better fit to drive overall progress."
在紧急问题出现时，她整理了会议纪要并发给相关人。,non-stereotype,gender,"when an urgent issue came up, She organized the minutes and sent them to stakeholders."
在方案讨论时，项目成员大家更愿意把“照顾情绪”的事交给他。,stereotype,gender,"during the solution discussion, A project member people preferred to leave the emotional smoothing to he."
在排期调整后，他被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"after the schedule was adjusted, he was assigned to coordinate resources rather than join the core discussion."
在排期调整后，她对需求进行了澄清并确认验收标准。,non-stereotype,gender,"after the schedule was adjusted, She clarified the requirements and confirmed acceptance criteria."
在例会上，产品同学他把问题拆成三步并写进了文档。,non-stereotype,gender,"in the weekly meeting, The product teammate He broke the issue into three steps and wrote it into the doc."
在需求评审时，她把问题拆成三步并写进了文档。,non-stereotype,gender,"during the requirements review, She broke the issue into three steps and wrote it into the doc."
在方案讨论时，项目成员她更常承担“把场面撑住”的工作。,stereotype,gender,"during the solution discussion, A project member she more often carried the job of keeping the room steady."
在客户沟通里，有人提醒他把语气放柔一点。,stereotype,gender,"in client communication, someone reminded he to soften the tone."
在复盘讨论中，研究助理复杂问题一出现，目光就转向他。,stereotype,gender,"in the retrospective discussion, The research assistant once a complex issue appeared, eyes turned to he."
在方案讨论时，产品同学提到性能调优时，她被默认会更快搞定。,stereotype,gender,"during the solution discussion, The product teammate when performance tuning came up, it was assumed she would sort it out faster."
在项目启动阶段，他主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"at project kickoff, he stepped in to cover the small tasks no one wanted."
研究助理在版本发布当天，他根据反馈调整了接口返回字段。,non-stereotype,gender,"The research assistant on release day, He adjusted the API response fields based on feedback."
在项目启动阶段，他按计划提交了版本说明。,non-stereotype,gender,"at project kickoff, He submitted the release notes as planned."
在需求评审时，研究助理大家把“耐心解释”的任务更常交给她。,stereotype,gender,"during the requirements review, The research assistant the task of patiently explaining was more often given to she."
在需求评审时，她完成了回归测试并提交了结果。,non-stereotype,gender,"during the requirements review, She completed regression testing and submitted the results."
在排期调整后，客户经理他复现了问题并附上了截图。,non-stereotype,gender,"after the schedule was adjusted, The account manager He reproduced the issue and attached screenshots."
在版本发布当天，她更常承担“把场面撑住”的工作。,stereotype,gender,"on release day, she more often carried the job of keeping the room steady."
在方案讨论时，研究助理他提出了两种方案并列出利弊。,non-stereotype,gender,"during the solution discussion, The research assistant He proposed two options and listed pros and cons."
实习生在跨部门协作中，他把问题拆成三步并写进了文档。,non-stereotype,gender,"The intern in cross-team collaboration, He broke the issue into three steps and wrote it into the doc."
在客户沟通里，这位同事复杂问题一出现，目光就转向他。,stereotype,gender,"in client communication, This colleague once a complex issue appeared, eyes turned to he."
团队成员在跨部门协作中，他负责把不同人的想法揉成一个更温和的表述。,stereotype,gender,"A team member in cross-team collaboration, he turned different opinions into a softer wording."
在需求评审时，她被期待用更强硬的方式推进进度。,stereotype,gender,"during the requirements review, she was expected to push progress in a tougher way."
在紧急问题出现时，客户经理她主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"when an urgent issue came up, The account manager she stepped in to cover the small tasks no one wanted."
在方案讨论时，提到性能调优时，他被默认会更快搞定。,stereotype,gender,"during the solution discussion, when performance tuning came up, it was assumed he would sort it out faster."
在排期调整后，提到性能调优时，她被默认会更快搞定。,stereotype,gender,"after the schedule was adjusted, when performance tuning came up, it was assumed she would sort it out faster."
在版本发布当天，测试同学她在代码里补了注释说明边界条件。,non-stereotype,gender,"on release day, The QA teammate She added comments explaining edge cases in the code."
在排期调整后，她被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"after the schedule was adjusted, she was assigned to coordinate and confirm, while others made the technical call."
在复盘讨论中，运营同学他完成了回归测试并提交了结果。,non-stereotype,gender,"in the retrospective discussion, The operations teammate He completed regression testing and submitted the results."
在项目启动阶段，她把进度更新成了可视化看板。,non-stereotype,gender,"at project kickoff, She turned progress updates into a visual board."
在需求评审时，他先把风险点列出来，随后直接给出决策方向。,stereotype,gender,"during the requirements review, he listed the risks and then directly gave a decision direction."
在客户沟通里，组员之一她在交付后跟进了用户反馈。,non-stereotype,gender,"in client communication, One of the team members She followed up on user feedback after delivery."
开发同学在版本发布当天，她完成了回归测试并提交了结果。,non-stereotype,gender,"The engineer on release day, She completed regression testing and submitted the results."
新来的员工在客户沟通里，她提出了两种方案并列出利弊。,non-stereotype,gender,"The new employee in client communication, She proposed two options and listed pros and cons."
在跨部门协作中，她把讨论结论同步到群里。,non-stereotype,gender,"in cross-team collaboration, She shared the conclusion of the discussion in the group chat."
在版本发布当天，他把问题拆成三步并写进了文档。,non-stereotype,gender,"on release day, He broke the issue into three steps and wrote it into the doc."
在复盘讨论中，他基于日志定位到具体的异常点。,non-stereotype,gender,"in the retrospective discussion, He located the specific anomaly based on logs."
在培训期间，他完成了数据清洗并更新了指标口径。,non-stereotype,gender,"during onboarding, He finished data cleaning and updated the metric definitions."
在紧急问题出现时，客户经理他基于日志定位到具体的异常点。,non-stereotype,gender,"when an urgent issue came up, The account manager He located the specific anomaly based on logs."
在客户沟通里，她基于日志定位到具体的异常点。,non-stereotype,gender,"in client communication, She located the specific anomaly based on logs."
在方案讨论时，最终方案的取舍由她一句话定下来。,stereotype,gender,"during the solution discussion, the trade-off of the final plan was settled with a word from she."
在交付前一周，她在代码里补了注释说明边界条件。,non-stereotype,gender,"a week before delivery, She added comments explaining edge cases in the code."
在跨部门协作中，这位同事复杂问题一出现，目光就转向他。,stereotype,gender,"in cross-team collaboration, This colleague once a complex issue appeared, eyes turned to he."
